Ort	Partei	Stadt	Durchschnittsalter	Erststimmen	ErststimmenAnteil	Zweitstimmen	ZweitstimmenAnteil
Markt Giebelstadt	Ökologisch-Demokratische Partei	FALSE	43.1	20	0.006363347120585428	14	0.004398366321080742
Markt Helmstadt	Ökologisch-Demokratische Partei	FALSE	44	27	0.014586709886547812	13	0.006977992485238862
Markt Höchberg	Ökologisch-Demokratische Partei	FALSE	46	69	0.010936757013789824	36	0.005672864796722345
Markt Neubrunn	Ökologisch-Demokratische Partei	FALSE	44.9	16	0.011034482758620689	9	0.006155950752393981
Markt Randersacker	Ökologisch-Demokratische Partei	FALSE	46.3	277	0.1179225202213708	54	0.022900763358778626
Markt Reichenberg	Ökologisch-Demokratische Partei	FALSE	45.1	42	0.014793941528707291	9	0.0031545741324921135
Markt Remlingen	Ökologisch-Demokratische Partei	FALSE	46.2	9	0.008955223880597015	6	0.0058997050147492625
Markt Rimpar	Ökologisch-Demokratische Partei	FALSE	44.9	43	0.00860344137655062	20	0.003967466772465781
Markt Sommerhausen	Ökologisch-Demokratische Partei	FALSE	45	19	0.013778100072516316	11	0.007942238267148015
Markt Winterhausen	Ökologisch-Demokratische Partei	FALSE	47.3	13	0.013374485596707819	7	0.007142857142857143
Markt Zell a.Main	Ökologisch-Demokratische Partei	FALSE	44.5	30	0.011333585190782017	11	0.004132231404958678
Oberpleichfeld	Ökologisch-Demokratische Partei	FALSE	42.5	14	0.018617021276595744	6	0.007905138339920948
Prosselsheim	Ökologisch-Demokratische Partei	FALSE	43.1	14	0.017412935323383085	11	0.013630731102850062
Riedenheim	Ökologisch-Demokratische Partei	FALSE	46.6	8	0.014705882352941176	1	0.0017985611510791368
Rottendorf	Ökologisch-Demokratische Partei	FALSE	44.4	37	0.010381593714927048	17	0.004741980474198048
Sonderhofen	Ökologisch-Demokratische Partei	FALSE	43.6	3	0.0049504950495049506	0	0
Stadt Aub	Ökologisch-Demokratische Partei	FALSE	46.3	7	0.007322175732217573	6	0.006256517205422315
Stadt Eibelstadt	Ökologisch-Demokratische Partei	FALSE	46.6	37	0.01698026617714548	10	0.004551661356395084
Stadt Ochsenfurt	Ökologisch-Demokratische Partei	FALSE	45.3	89	0.01319887290523506	48	0.007071302298173247
Stadt Röttingen	Ökologisch-Demokratische Partei	FALSE	47	12	0.011059907834101382	5	0.004570383912248629
Tauberrettersheim	Ökologisch-Demokratische Partei	FALSE	44.1	3	0.005199306759098787	5	0.008561643835616438
Theilheim	Ökologisch-Demokratische Partei	FALSE	43.5	29	0.017868145409735057	9	0.005521472392638037
Thüngersheim	Ökologisch-Demokratische Partei	FALSE	45.9	23	0.012130801687763712	15	0.007898894154818325
Uettingen	Ökologisch-Demokratische Partei	FALSE	43.5	11	0.009267059814658803	8	0.006661115736885929
Unterpleichfeld	Ökologisch-Demokratische Partei	FALSE	42.6	25	0.012645422357106728	16	0.008032128514056224
Veitshöchheim	Ökologisch-Demokratische Partei	FALSE	46.5	63	0.010437375745526839	31	0.005105401844532279
Waldbrunn	Ökologisch-Demokratische Partei	FALSE	43.4	19	0.009921671018276762	9	0.00467047223663726
Waldbüttelbrunn	Ökologisch-Demokratische Partei	FALSE	44.6	24	0.007395993836671803	15	0.004596996628869139
Altertheim	Partei der Humanisten	FALSE	44	4	0.003005259203606311	2	0.0014760147601476014
Bergtheim	Partei der Humanisten	FALSE	42.4	6	0.0023952095808383233	0	0
Bieberehren	Partei der Humanisten	FALSE	45.1	0	0	1	0.0016474464579901153
Eisingen	Partei der Humanisten	FALSE	44.3	7	0.003297220913801225	0	0
Erlabrunn	Partei der Humanisten	FALSE	43.5	2	0.001594896331738437	0	0
Estenfeld	Partei der Humanisten	FALSE	44.5	10	0.0027434842249657062	4	0.0010949904188338351
Gaukönigshofen	Partei der Humanisten	FALSE	44.2	4	0.002336448598130841	0	0
Gerbrunn	Partei der Humanisten	FALSE	42.8	26	0.006343010490363503	14	0.003399708596406022
Geroldshausen	Partei der Humanisten	FALSE	43.1	5	0.0056947608200455585	3	0.003374578177727784
Greußenheim	Partei der Humanisten	FALSE	45	4	0.0034873583260680036	0	0
Güntersleben	Partei der Humanisten	FALSE	43.1	9	0.003048780487804878	4	0.0013422818791946308
Hausen b.Würzburg	Partei der Humanisten	FALSE	43.1	4	0.0023612750885478157	0	0
Hettstadt	Partei der Humanisten	FALSE	45	4	0.0016025641025641025	3	0.0011985617259288853
Holzkirchen	Partei der Humanisten	FALSE	47.1	5	0.007246376811594203	2	0.002898550724637681
Kirchheim	Partei der Humanisten	FALSE	45.3	4	0.002686366689053056	4	0.0026720106880427524
Kist	Partei der Humanisten	FALSE	45.7	9	0.005334914048606995	3	0.0017615971814445098
Kleinrinderfeld	Partei der Humanisten	FALSE	44.9	3	0.0022658610271903325	1	7.49063670411985e-4
Kürnach	Partei der Humanisten	FALSE	42.8	13	0.003928679359323058	6	0.0018077734257306419
Leinach	Partei der Humanisten	FALSE	44.4	5	0.0023629489603024575	2	9.36768149882904e-4
Margetshöchheim	Partei der Humanisten	FALSE	48	6	0.0026714158504007124	1	4.434589800443459e-4
Markt Bütthard	Partei der Humanisten	FALSE	45.7	3	0.00340522133938706	4	0.004479283314669653
Markt Eisenheim	Partei der Humanisten	FALSE	44.3	4	0.004419889502762431	2	0.002188183807439825
Markt Frickenhausen a.Main	Partei der Humanisten	FALSE	46.5	0	0	0	0
Markt Gelchsheim	Partei der Humanisten	FALSE	44.5	1	0.0017482517482517483	0	0
Markt Giebelstadt	Partei der Humanisten	FALSE	43.1	17	0.005408845052497614	5	0.0015708451146716933
Markt Helmstadt	Partei der Humanisten	FALSE	44	5	0.002701242571582928	2	0.0010735373054213634
Markt Höchberg	Partei der Humanisten	FALSE	46	21	0.0033285782215882074	4	6.303183107469272e-4
Markt Neubrunn	Partei der Humanisten	FALSE	44.9	6	0.004137931034482759	0	0
Markt Randersacker	Partei der Humanisten	FALSE	46.3	5	0.0021285653469561515	0	0
Markt Reichenberg	Partei der Humanisten	FALSE	45.1	13	0.004579077139837971	2	7.010164738871364e-4
Markt Remlingen	Partei der Humanisten	FALSE	46.2	2	0.001990049751243781	1	9.832841691248771e-4
Markt Rimpar	Partei der Humanisten	FALSE	44.9	25	0.005002000800320128	8	0.0015869867089863122
Markt Sommerhausen	Partei der Humanisten	FALSE	45	1	7.251631617113851e-4	1	7.220216606498195e-4
Markt Winterhausen	Partei der Humanisten	FALSE	47.3	3	0.0030864197530864196	0	0
Markt Zell a.Main	Partei der Humanisten	FALSE	44.5	10	0.0037778617302606727	5	0.0018782870022539444
Oberpleichfeld	Partei der Humanisten	FALSE	42.5	0	0	0	0
Prosselsheim	Partei der Humanisten	FALSE	43.1	2	0.0024875621890547263	0	0
Riedenheim	Partei der Humanisten	FALSE	46.6	2	0.003676470588235294	0	0
Rottendorf	Partei der Humanisten	FALSE	44.4	15	0.004208754208754209	1	2.789400278940028e-4
Sonderhofen	Partei der Humanisten	FALSE	43.6	0	0	0	0
Stadt Aub	Partei der Humanisten	FALSE	46.3	0	0	0	0
Stadt Eibelstadt	Partei der Humanisten	FALSE	46.6	5	0.002294630564479119	1	4.551661356395084e-4
Stadt Ochsenfurt	Partei der Humanisten	FALSE	45.3	16	0.0023728310840872013	8	0.0011785503830288745
Stadt Röttingen	Partei der Humanisten	FALSE	47	1	9.216589861751152e-4	1	9.140767824497258e-4
Tauberrettersheim	Partei der Humanisten	FALSE	44.1	1	0.0017331022530329288	0	0
Theilheim	Partei der Humanisten	FALSE	43.5	8	0.004929143561306223	1	6.134969325153375e-4
Thüngersheim	Partei der Humanisten	FALSE	45.9	10	0.005274261603375527	3	0.001579778830963665
Uettingen	Partei der Humanisten	FALSE	43.5	8	0.006739679865206402	4	0.0033305578684429643
Unterpleichfeld	Partei der Humanisten	FALSE	42.6	10	0.005058168942842691	4	0.002008032128514056
Veitshöchheim	Partei der Humanisten	FALSE	46.5	18	0.002982107355864811	12	0.001976284584980237
Waldbrunn	Partei der Humanisten	FALSE	43.4	9	0.004699738903394256	5	0.002594706798131811
Waldbüttelbrunn	Partei der Humanisten	FALSE	44.6	1	3.081664098613251e-4	0	0
Altertheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44	0	0	11	0.008118081180811807
Bergtheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	42.4	0	0	15	0.005933544303797469
Bieberehren	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45.1	0	0	4	0.006589785831960461
Eisingen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.3	0	0	7	0.0032679738562091504
Erlabrunn	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.5	0	0	8	0.006359300476947536
Estenfeld	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.5	0	0	17	0.0046537092800438
Gaukönigshofen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.2	0	0	12	0.0068846815834767644
Gerbrunn	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	42.8	0	0	43	0.010441962117532783
Geroldshausen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.1	0	0	0	0
Greußenheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45	0	0	4	0.0034812880765883376
Güntersleben	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.1	0	0	20	0.006711409395973154
Hausen b.Würzburg	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.1	0	0	12	0.007042253521126761
Hettstadt	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45	0	0	13	0.0051937674790251695
Holzkirchen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	47.1	0	0	5	0.007246376811594203
Kirchheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45.3	0	0	13	0.008684034736138945
Kist	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45.7	0	0	8	0.004697592483852026
Kleinrinderfeld	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.9	0	0	14	0.010486891385767791
Kürnach	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	42.8	0	0	20	0.006025911419102139
Leinach	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.4	0	0	19	0.008899297423887589
Margetshöchheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	48	0	0	20	0.008869179600886918
Markt Bütthard	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45.7	0	0	1	0.0011198208286674132
Markt Eisenheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.3	0	0	11	0.012035010940919038
Markt Frickenhausen a.Main	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	46.5	0	0	1	0.0012406947890818859
Markt Gelchsheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.5	0	0	0	0
Markt Giebelstadt	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.1	0	0	23	0.007225887527489789
Markt Helmstadt	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44	0	0	10	0.005367686527106817
Markt Höchberg	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	46	0	0	51	0.008036558462023322
Markt Neubrunn	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.9	0	0	12	0.008207934336525308
Markt Randersacker	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	46.3	0	0	12	0.005089058524173028
Markt Reichenberg	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45.1	0	0	15	0.005257623554153523
Markt Remlingen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	46.2	0	0	13	0.012782694198623401
Markt Rimpar	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.9	0	0	37	0.007339813529061694
Markt Sommerhausen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45	0	0	7	0.005054151624548736
Markt Winterhausen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	47.3	0	0	8	0.00816326530612245
Markt Zell a.Main	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.5	0	0	14	0.005259203606311044
Oberpleichfeld	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	42.5	0	0	7	0.00922266139657444
Prosselsheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.1	0	0	9	0.011152416356877323
Riedenheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	46.6	0	0	3	0.00539568345323741
Rottendorf	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.4	0	0	33	0.009205020920502092
Sonderhofen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.6	0	0	3	0.004893964110929853
Stadt Aub	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	46.3	0	0	6	0.006256517205422315
Stadt Eibelstadt	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	46.6	0	0	16	0.007282658170232135
Stadt Ochsenfurt	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45.3	0	0	30	0.00441956393635828
Stadt Röttingen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	47	0	0	8	0.007312614259597806
Tauberrettersheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.1	0	0	1	0.0017123287671232876
Theilheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.5	0	0	15	0.009202453987730062
Thüngersheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	45.9	0	0	16	0.00842548709847288
Uettingen	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.5	0	0	13	0.010824313072439634
Unterpleichfeld	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	42.6	0	0	6	0.0030120481927710845
Veitshöchheim	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	46.5	0	0	44	0.007246376811594203
Waldbrunn	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	43.4	0	0	6	0.0031136481577581734
Waldbüttelbrunn	Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative	FALSE	44.6	0	0	25	0.007661661048115232
Altertheim	Partei für Gesundheitsforschung	FALSE	44	0	0	3	0.002214022140221402
Bergtheim	Partei für Gesundheitsforschung	FALSE	42.4	0	0	6	0.0023734177215189874
Bieberehren	Partei für Gesundheitsforschung	FALSE	45.1	0	0	0	0
Eisingen	Partei für Gesundheitsforschung	FALSE	44.3	0	0	4	0.0018674136321195146
Erlabrunn	Partei für Gesundheitsforschung	FALSE	43.5	0	0	2	0.001589825119236884
Estenfeld	Partei für Gesundheitsforschung	FALSE	44.5	0	0	7	0.0019162332329592116
Gaukönigshofen	Partei für Gesundheitsforschung	FALSE	44.2	0	0	0	0
Gerbrunn	Partei für Gesundheitsforschung	FALSE	42.8	0	0	5	0.0012141816415735794
Geroldshausen	Partei für Gesundheitsforschung	FALSE	43.1	0	0	2	0.0022497187851518562
Greußenheim	Partei für Gesundheitsforschung	FALSE	45	0	0	2	0.0017406440382941688
Güntersleben	Partei für Gesundheitsforschung	FALSE	43.1	0	0	3	0.0010067114093959733
Hausen b.Würzburg	Partei für Gesundheitsforschung	FALSE	43.1	0	0	1	5.868544600938967e-4
Hettstadt	Partei für Gesundheitsforschung	FALSE	45	0	0	4	0.0015980823012385138
Holzkirchen	Partei für Gesundheitsforschung	FALSE	47.1	0	0	1	0.0014492753623188406
Kirchheim	Partei für Gesundheitsforschung	FALSE	45.3	0	0	0	0
Kist	Partei für Gesundheitsforschung	FALSE	45.7	0	0	2	0.0011743981209630064
Kleinrinderfeld	Partei für Gesundheitsforschung	FALSE	44.9	0	0	2	0.00149812734082397
Kürnach	Partei für Gesundheitsforschung	FALSE	42.8	0	0	7	0.0021090689966857487
Leinach	Partei für Gesundheitsforschung	FALSE	44.4	0	0	5	0.00234192037470726
Margetshöchheim	Partei für Gesundheitsforschung	FALSE	48	0	0	1	4.434589800443459e-4
Markt Bütthard	Partei für Gesundheitsforschung	FALSE	45.7	0	0	3	0.0033594624860022394
Markt Eisenheim	Partei für Gesundheitsforschung	FALSE	44.3	0	0	0	0
Markt Frickenhausen a.Main	Partei für Gesundheitsforschung	FALSE	46.5	0	0	3	0.0037220843672456576
Markt Gelchsheim	Partei für Gesundheitsforschung	FALSE	44.5	0	0	0	0
Markt Giebelstadt	Partei für Gesundheitsforschung	FALSE	43.1	0	0	5	0.0015708451146716933
Markt Helmstadt	Partei für Gesundheitsforschung	FALSE	44	0	0	1	5.367686527106817e-4
Markt Höchberg	Partei für Gesundheitsforschung	FALSE	46	0	0	5	7.87897888433659e-4
Markt Neubrunn	Partei für Gesundheitsforschung	FALSE	44.9	0	0	1	6.839945280437756e-4
Markt Randersacker	Partei für Gesundheitsforschung	FALSE	46.3	0	0	4	0.0016963528413910093
Markt Reichenberg	Partei für Gesundheitsforschung	FALSE	45.1	0	0	5	0.0017525411847178409
Markt Remlingen	Partei für Gesundheitsforschung	FALSE	46.2	0	0	0	0
Markt Rimpar	Partei für Gesundheitsforschung	FALSE	44.9	0	0	9	0.0017853600476096013
Markt Sommerhausen	Partei für Gesundheitsforschung	FALSE	45	0	0	0	0
Markt Winterhausen	Partei für Gesundheitsforschung	FALSE	47.3	0	0	0	0
Markt Zell a.Main	Partei für Gesundheitsforschung	FALSE	44.5	0	0	0	0
Oberpleichfeld	Partei für Gesundheitsforschung	FALSE	42.5	0	0	3	0.003952569169960474
Prosselsheim	Partei für Gesundheitsforschung	FALSE	43.1	0	0	2	0.0024783147459727386
Riedenheim	Partei für Gesundheitsforschung	FALSE	46.6	0	0	0	0
Rottendorf	Partei für Gesundheitsforschung	FALSE	44.4	0	0	2	5.578800557880056e-4
Sonderhofen	Partei für Gesundheitsforschung	FALSE	43.6	0	0	0	0
Stadt Aub	Partei für Gesundheitsforschung	FALSE	46.3	0	0	1	0.0010427528675703858
Stadt Eibelstadt	Partei für Gesundheitsforschung	FALSE	46.6	0	0	2	9.103322712790169e-4
Stadt Ochsenfurt	Partei für Gesundheitsforschung	FALSE	45.3	0	0	7	0.0010312315851502651
Stadt Röttingen	Partei für Gesundheitsforschung	FALSE	47	0	0	4	0.003656307129798903
Tauberrettersheim	Partei für Gesundheitsforschung	FALSE	44.1	0	0	1	0.0017123287671232876
Theilheim	Partei für Gesundheitsforschung	FALSE	43.5	0	0	3	0.0018404907975460123
Thüngersheim	Partei für Gesundheitsforschung	FALSE	45.9	0	0	3	0.001579778830963665
Uettingen	Partei für Gesundheitsforschung	FALSE	43.5	0	0	6	0.004995836802664446
Unterpleichfeld	Partei für Gesundheitsforschung	FALSE	42.6	0	0	2	0.001004016064257028
Veitshöchheim	Partei für Gesundheitsforschung	FALSE	46.5	0	0	8	0.0013175230566534915
Waldbrunn	Partei für Gesundheitsforschung	FALSE	43.4	0	0	1	5.189413596263622e-4
Waldbüttelbrunn	Partei für Gesundheitsforschung	FALSE	44.6	0	0	4	0.001225865767698437
Altertheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44	0	0	21	0.015498154981549815
Bergtheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	42.4	0	0	24	0.00949367088607595
Bieberehren	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45.1	0	0	9	0.014827018121911038
Eisingen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.3	0	0	20	0.009337068160597572
Erlabrunn	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.5	0	0	9	0.007154213036565978
Estenfeld	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.5	0	0	35	0.009581166164796057
Gaukönigshofen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.2	0	0	17	0.009753298909925417
Gerbrunn	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	42.8	0	0	60	0.014570179698882952
Geroldshausen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.1	0	0	11	0.012373453318335208
Greußenheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45	0	0	24	0.020887728459530026
Güntersleben	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.1	0	0	34	0.011409395973154362
Hausen b.Würzburg	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.1	0	0	16	0.009389671361502348
Hettstadt	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45	0	0	24	0.009588493807431082
Holzkirchen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	47.1	0	0	5	0.007246376811594203
Kirchheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45.3	0	0	17	0.011356045424181697
Kist	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45.7	0	0	22	0.012918379330593071
Kleinrinderfeld	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.9	0	0	24	0.017977528089887642
Kürnach	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	42.8	0	0	36	0.01084664055438385
Leinach	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.4	0	0	27	0.012646370023419205
Margetshöchheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	48	0	0	21	0.009312638580931265
Markt Bütthard	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45.7	0	0	12	0.013437849944008958
Markt Eisenheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.3	0	0	5	0.005470459518599562
Markt Frickenhausen a.Main	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	46.5	0	0	4	0.004962779156327543
Markt Gelchsheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.5	0	0	5	0.008695652173913044
Markt Giebelstadt	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.1	0	0	50	0.015708451146716932
Markt Helmstadt	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44	0	0	26	0.013955984970477724
Markt Höchberg	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	46	0	0	60	0.009454774661203908
Markt Neubrunn	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.9	0	0	19	0.012995896032831737
Markt Randersacker	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	46.3	0	0	21	0.008905852417302799
Markt Reichenberg	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45.1	0	0	34	0.011917280056081317
Markt Remlingen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	46.2	0	0	12	0.011799410029498525
Markt Rimpar	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.9	0	0	63	0.012497520333267209
Markt Sommerhausen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45	0	0	10	0.007220216606498195
Markt Winterhausen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	47.3	0	0	19	0.019387755102040816
Markt Zell a.Main	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.5	0	0	37	0.01389932381667919
Oberpleichfeld	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	42.5	0	0	8	0.010540184453227932
Prosselsheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.1	0	0	17	0.021065675340768277
Riedenheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	46.6	0	0	4	0.007194244604316547
Rottendorf	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.4	0	0	37	0.010320781032078103
Sonderhofen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.6	0	0	6	0.009787928221859706
Stadt Aub	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	46.3	0	0	7	0.0072992700729927005
Stadt Eibelstadt	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	46.6	0	0	20	0.009103322712790168
Stadt Ochsenfurt	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45.3	0	0	88	0.01296405421331762
Stadt Röttingen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	47	0	0	12	0.010968921389396709
Tauberrettersheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.1	0	0	3	0.005136986301369863
Theilheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.5	0	0	22	0.013496932515337423
Thüngersheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	45.9	0	0	25	0.013164823591363875
Uettingen	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.5	0	0	22	0.018318068276436304
Unterpleichfeld	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	42.6	0	0	21	0.010542168674698794
Veitshöchheim	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	46.5	0	0	97	0.015974967061923584
Waldbrunn	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	43.4	0	0	23	0.011935651271406332
Waldbüttelbrunn	PARTEI MENSCH UMWELT TIERSCHUTZ	FALSE	44.6	0	0	42	0.012871590560833588
Altertheim	Piratenpartei Deutschland	FALSE	44	0	0	7	0.0051660516605166054
Bergtheim	Piratenpartei Deutschland	FALSE	42.4	0	0	7	0.002768987341772152
Bieberehren	Piratenpartei Deutschland	FALSE	45.1	0	0	2	0.0032948929159802307
Eisingen	Piratenpartei Deutschland	FALSE	44.3	0	0	11	0.005135387488328665
Erlabrunn	Piratenpartei Deutschland	FALSE	43.5	0	0	7	0.005564387917329093
Estenfeld	Piratenpartei Deutschland	FALSE	44.5	0	0	20	0.005474952094169176
Gaukönigshofen	Piratenpartei Deutschland	FALSE	44.2	0	0	4	0.002294893861158921
Gerbrunn	Piratenpartei Deutschland	FALSE	42.8	0	0	18	0.004371053909664886
